row_ID,study_ID,title,year,journal,volume,issue,pages,authors,taxo_group,species_name,population,study_environment,age,personality_trait,study_type,male_n,female_n,male_mean,male_SE,female_mean,female_SE,error_type,m_SE_to_SD,f_SE_to_SD,directionality,comp,depend,data_type,data_location,score,proportion,flip_sign,data_quality
79,P013,"Repeatability and reliability of exploratory behavior in proactive and reactive zebrafish, Danio rerio",2018,Scientific Reports,8,1,,"Baker, M.R.; Goodman, A.C.; Santo, J.B.; Wong, R.Y.",fish,Danio rerio,lab,lab,adult,exploration,experimental,13,14,210.928,31.211,222.128,30.892,SE,112.533,115.587,1,28,20,time stationary,Supplementary,,,,
80,P013,"Repeatability and reliability of exploratory behavior in proactive and reactive zebrafish, Danio rerio",2018,Scientific Reports,8,1,,"Baker, M.R.; Goodman, A.C.; Santo, J.B.; Wong, R.Y.",fish,Danio rerio,lab,lab,adult,exploration,experimental,13,14,202.458,31.211,222.128,30.892,SE,112.533,115.587,1,28,20,time stationary,Supplementary,,,,
81,P013,"Repeatability and reliability of exploratory behavior in proactive and reactive zebrafish, Danio rerio",2018,Scientific Reports,8,1,,"Baker, M.R.; Goodman, A.C.; Santo, J.B.; Wong, R.Y.",fish,Danio rerio,lab,lab,adult,exploration,experimental,13,14,200.111,31.532,176.261,33.133,SE,113.69,123.972,1,28,20,time stationary,Supplementary,,,,
82,P013,"Repeatability and reliability of exploratory behavior in proactive and reactive zebrafish, Danio rerio",2018,Scientific Reports,8,1,,"Baker, M.R.; Goodman, A.C.; Santo, J.B.; Wong, R.Y.",fish,Danio rerio,lab,lab,adult,exploration,experimental,13,14,207.146,34.947,204.355,29.282,SE,126.003,109.563,1,28,20,time stationary,Supplementary,,,,
83,P013,"Repeatability and reliability of exploratory behavior in proactive and reactive zebrafish, Danio rerio",2018,Scientific Reports,8,1,,"Baker, M.R.; Goodman, A.C.; Santo, J.B.; Wong, R.Y.",fish,Danio rerio,lab,lab,adult,exploration,experimental,13,14,202.327,35.658,192.34,29.867,SE,128.567,111.752,1,28,20,time stationary,Supplementary,,,,
84,P013,"Repeatability and reliability of exploratory behavior in proactive and reactive zebrafish, Danio rerio",2018,Scientific Reports,8,1,,"Baker, M.R.; Goodman, A.C.; Santo, J.B.; Wong, R.Y.",fish,Danio rerio,lab,lab,adult,exploration,experimental,13,14,262.694,19.091,191.206,39.12,SE,68.834,146.374,1,29,20,time in centre,Supplementary,,,,
85,P013,"Repeatability and reliability of exploratory behavior in proactive and reactive zebrafish, Danio rerio",2018,Scientific Reports,8,1,,"Baker, M.R.; Goodman, A.C.; Santo, J.B.; Wong, R.Y.",fish,Danio rerio,lab,lab,adult,exploration,experimental,13,14,196.598,35.484,174.043,36.218,SE,127.939,135.515,1,29,20,time in centre,Supplementary,,,,
86,P013,"Repeatability and reliability of exploratory behavior in proactive and reactive zebrafish, Danio rerio",2018,Scientific Reports,8,1,,"Baker, M.R.; Goodman, A.C.; Santo, J.B.; Wong, R.Y.",fish,Danio rerio,lab,lab,adult,exploration,experimental,13,14,190.3,37.471,142.115,35.81,SE,135.104,133.989,1,29,20,time in centre,Supplementary,,,,
87,P013,"Repeatability and reliability of exploratory behavior in proactive and reactive zebrafish, Danio rerio",2018,Scientific Reports,8,1,,"Baker, M.R.; Goodman, A.C.; Santo, J.B.; Wong, R.Y.",fish,Danio rerio,lab,lab,adult,exploration,experimental,13,14,160.532,35.818,106.686,32.504,SE,129.144,121.619,1,29,20,time in centre,Supplementary,,,,
88,P013,"Repeatability and reliability of exploratory behavior in proactive and reactive zebrafish, Danio rerio",2018,Scientific Reports,8,1,,"Baker, M.R.; Goodman, A.C.; Santo, J.B.; Wong, R.Y.",fish,Danio rerio,lab,lab,adult,exploration,experimental,13,14,151.126,39.56,146.191,36.884,SE,142.636,138.007,1,29,20,time in centre,Supplementary,,,,
89,P013,"Repeatability and reliability of exploratory behavior in proactive and reactive zebrafish, Danio rerio",2018,Scientific Reports,8,1,,"Baker, M.R.; Goodman, A.C.; Santo, J.B.; Wong, R.Y.",fish,Danio rerio,field,lab,adult,exploration,experimental,13,14,5.895,0.74,6.059,0.758,SE,2.668,2.836,,30,21,swim speed,Supplementary,,,,
90,P013,"Repeatability and reliability of exploratory behavior in proactive and reactive zebrafish, Danio rerio",2018,Scientific Reports,8,1,,"Baker, M.R.; Goodman, A.C.; Santo, J.B.; Wong, R.Y.",fish,Danio rerio,field,lab,adult,exploration,experimental,13,14,6.989,0.802,5.45,0.96,SE,2.892,3.592,,30,21,swim speed,Supplementary,,,,
91,P013,"Repeatability and reliability of exploratory behavior in proactive and reactive zebrafish, Danio rerio",2018,Scientific Reports,8,1,,"Baker, M.R.; Goodman, A.C.; Santo, J.B.; Wong, R.Y.",fish,Danio rerio,field,lab,adult,exploration,experimental,13,14,6.51,0.574,6.227,0.562,SE,2.07,2.103,,30,21,swim speed,Supplementary,,,,
92,P013,"Repeatability and reliability of exploratory behavior in proactive and reactive zebrafish, Danio rerio",2018,Scientific Reports,8,1,,"Baker, M.R.; Goodman, A.C.; Santo, J.B.; Wong, R.Y.",fish,Danio rerio,field,lab,adult,exploration,experimental,13,14,6.973,0.66,5.546,0.729,SE,2.38,2.728,,30,21,swim speed,Supplementary,,,,
93,P013,"Repeatability and reliability of exploratory behavior in proactive and reactive zebrafish, Danio rerio",2018,Scientific Reports,8,1,,"Baker, M.R.; Goodman, A.C.; Santo, J.B.; Wong, R.Y.",fish,Danio rerio,field,lab,adult,exploration,experimental,13,14,4.869,0.892,3.575,0.746,SE,3.216,2.791,,30,21,swim speed,Supplementary,,,,
94,P013,"Repeatability and reliability of exploratory behavior in proactive and reactive zebrafish, Danio rerio",2018,Scientific Reports,8,1,,"Baker, M.R.; Goodman, A.C.; Santo, J.B.; Wong, R.Y.",fish,Danio rerio,field,lab,adult,exploration,experimental,13,14,69.729,23.888,66.709,26.468,SE,86.129,99.034,1,31,21,time stationary,Supplementary,,,,
95,P013,"Repeatability and reliability of exploratory behavior in proactive and reactive zebrafish, Danio rerio",2018,Scientific Reports,8,1,,"Baker, M.R.; Goodman, A.C.; Santo, J.B.; Wong, R.Y.",fish,Danio rerio,field,lab,adult,exploration,experimental,13,14,35.773,18.709,90.631,32.554,SE,67.456,121.806,1,31,21,time stationary,Supplementary,,,,
96,P013,"Repeatability and reliability of exploratory behavior in proactive and reactive zebrafish, Danio rerio",2018,Scientific Reports,8,1,,"Baker, M.R.; Goodman, A.C.; Santo, J.B.; Wong, R.Y.",fish,Danio rerio,field,lab,adult,exploration,experimental,13,14,21.19,10.588,47.339,16.459,SE,38.176,61.584,1,31,21,time stationary,Supplementary,,,,
97,P013,"Repeatability and reliability of exploratory behavior in proactive and reactive zebrafish, Danio rerio",2018,Scientific Reports,8,1,,"Baker, M.R.; Goodman, A.C.; Santo, J.B.; Wong, R.Y.",fish,Danio rerio,field,lab,adult,exploration,experimental,13,14,22.842,18.636,59.141,27.233,SE,67.193,101.897,1,31,21,time stationary,Supplementary,,,,
98,P013,"Repeatability and reliability of exploratory behavior in proactive and reactive zebrafish, Danio rerio",2018,Scientific Reports,8,1,,"Baker, M.R.; Goodman, A.C.; Santo, J.B.; Wong, R.Y.",fish,Danio rerio,field,lab,adult,exploration,experimental,13,14,83.128,31.907,133.179,35.185,SE,115.042,131.65,1,31,21,time stationary,Supplementary,,,,
99,P013,"Repeatability and reliability of exploratory behavior in proactive and reactive zebrafish, Danio rerio",2018,Scientific Reports,8,1,,"Baker, M.R.; Goodman, A.C.; Santo, J.B.; Wong, R.Y.",fish,Danio rerio,field,lab,adult,exploration,experimental,13,14,119.242,21.922,76.949,26.066,SE,79.041,97.53,1,32,21,time in centre,Supplementary,,,,
100,P013,"Repeatability and reliability of exploratory behavior in proactive and reactive zebrafish, Danio rerio",2018,Scientific Reports,8,1,,"Baker, M.R.; Goodman, A.C.; Santo, J.B.; Wong, R.Y.",fish,Danio rerio,field,lab,adult,exploration,experimental,13,14,85.163,22.417,57.013,19.976,SE,80.826,74.743,1,32,21,time in centre,Supplementary,,,,
101,P013,"Repeatability and reliability of exploratory behavior in proactive and reactive zebrafish, Danio rerio",2018,Scientific Reports,8,1,,"Baker, M.R.; Goodman, A.C.; Santo, J.B.; Wong, R.Y.",fish,Danio rerio,field,lab,adult,exploration,experimental,13,14,65.589,13.167,43.004,8.433,SE,47.474,31.553,1,32,21,time in centre,Supplementary,,,,
102,P013,"Repeatability and reliability of exploratory behavior in proactive and reactive zebrafish, Danio rerio",2018,Scientific Reports,8,1,,"Baker, M.R.; Goodman, A.C.; Santo, J.B.; Wong, R.Y.",fish,Danio rerio,field,lab,adult,exploration,experimental,13,14,36.62,8.731,27.804,7.758,SE,31.48,29.028,1,32,21,time in centre,Supplementary,,,,
103,P013,"Repeatability and reliability of exploratory behavior in proactive and reactive zebrafish, Danio rerio",2018,Scientific Reports,8,1,,"Baker, M.R.; Goodman, A.C.; Santo, J.B.; Wong, R.Y.",fish,Danio rerio,field,lab,adult,exploration,experimental,13,14,93.241,20.247,78.192,24.903,SE,73.002,93.178,1,32,21,time in centre,Supplementary,,,,
104,P014,Juvenile social relationships reflect adult patterns of behavior in wild geladas,2015,American Journal of Primatology,77,10,1086-1096,"Barale, C.L.; Rubenstein, D.I.; Beehner, J.C.",mammal,Theropithecus gelada,field,field,juvenile,sociality,observation,3,3,5.663,0.972,4.91,1.556,SE,1.684,2.695,,33,22,play rate,Figure,,,,
105,P014,Juvenile social relationships reflect adult patterns of behavior in wild geladas,2015,American Journal of Primatology,77,10,1086-1096,"Barale, C.L.; Rubenstein, D.I.; Beehner, J.C.",mammal,Theropithecus gelada,field,field,juvenile,sociality,observation,6,4,3.524,0.438,2.017,0.438,SE,1.073,0.876,,36,23,play rate,Figure,,,,
106,P014,Juvenile social relationships reflect adult patterns of behavior in wild geladas,2015,American Journal of Primatology,77,10,1086-1096,"Barale, C.L.; Rubenstein, D.I.; Beehner, J.C.",mammal,Theropithecus gelada,field,field,juvenile,sociality,observation,7,5,1.726,0.243,0.826,0.194,SE,0.643,0.434,,39,24,play rate,Figure,,,,
107,P014,Juvenile social relationships reflect adult patterns of behavior in wild geladas,2015,American Journal of Primatology,77,10,1086-1096,"Barale, C.L.; Rubenstein, D.I.; Beehner, J.C.",mammal,Theropithecus gelada,field,field,juvenile,sociality,observation,7,4,0.972,0.194,0.097,0.073,SE,0.513,0.146,,42,25,play rate,Figure,,,,
108,P014,Juvenile social relationships reflect adult patterns of behavior in wild geladas,2015,American Journal of Primatology,77,10,1086-1096,"Barale, C.L.; Rubenstein, D.I.; Beehner, J.C.",mammal,Theropithecus gelada,field,field,juvenile,sociality,observation,10,4,0.486,0.146,0,0,SE,0.462,0,,45,26,play rate,Figure,,,,1
109,P014,Juvenile social relationships reflect adult patterns of behavior in wild geladas,2015,American Journal of Primatology,77,10,1086-1096,"Barale, C.L.; Rubenstein, D.I.; Beehner, J.C.",mammal,Theropithecus gelada,field,field,adult,sociality,observation,6,5,0.17,0,0.024,0,SE,0,0,,48,27,play rate,Figure,,,,1
110,P014,Juvenile social relationships reflect adult patterns of behavior in wild geladas,2015,American Journal of Primatology,77,10,1086-1096,"Barale, C.L.; Rubenstein, D.I.; Beehner, J.C.",mammal,Theropithecus gelada,field,field,adult,sociality,observation,5,5,0.097,0.07,0.073,0,SE,0.157,0,,51,28,play rate,Figure,,,,1
111,P014,Juvenile social relationships reflect adult patterns of behavior in wild geladas,2015,American Journal of Primatology,77,10,1086-1096,"Barale, C.L.; Rubenstein, D.I.; Beehner, J.C.",mammal,Theropithecus gelada,field,field,juvenile,sociality,observation,3,3,19.061,1.533,18.966,2.107,SE,2.655,3.649,,34,22,no. unique playmates,Figure,,,,
112,P014,Juvenile social relationships reflect adult patterns of behavior in wild geladas,2015,American Journal of Primatology,77,10,1086-1096,"Barale, C.L.; Rubenstein, D.I.; Beehner, J.C.",mammal,Theropithecus gelada,field,field,juvenile,sociality,observation,6,4,17.912,2.107,11.59,2.203,SE,5.161,4.406,,37,23,no. unique playmates,Figure,,,,
113,P014,Juvenile social relationships reflect adult patterns of behavior in wild geladas,2015,American Journal of Primatology,77,10,1086-1096,"Barale, C.L.; Rubenstein, D.I.; Beehner, J.C.",mammal,Theropithecus gelada,field,field,juvenile,sociality,observation,7,5,8.716,0.766,7.567,1.245,SE,2.027,2.784,,40,24,no. unique playmates,Figure,,,,
114,P014,Juvenile social relationships reflect adult patterns of behavior in wild geladas,2015,American Journal of Primatology,77,10,1086-1096,"Barale, C.L.; Rubenstein, D.I.; Beehner, J.C.",mammal,Theropithecus gelada,field,field,juvenile,sociality,observation,7,4,8.716,0.766,1.054,0.383,SE,2.027,0.766,,43,25,no. unique playmates,Figure,,,,
115,P014,Juvenile social relationships reflect adult patterns of behavior in wild geladas,2015,American Journal of Primatology,77,10,1086-1096,"Barale, C.L.; Rubenstein, D.I.; Beehner, J.C.",mammal,Theropithecus gelada,field,field,juvenile,sociality,observation,10,4,5.843,0.958,0.67,0.287,SE,3.029,0.574,,46,26,no. unique playmates,Figure,,,,
116,P014,Juvenile social relationships reflect adult patterns of behavior in wild geladas,2015,American Journal of Primatology,77,10,1086-1096,"Barale, C.L.; Rubenstein, D.I.; Beehner, J.C.",mammal,Theropithecus gelada,field,field,adult,sociality,observation,6,5,2.681,0.766,0.575,0.287,SE,1.876,0.642,,49,27,no. unique playmates,Figure,,,,
117,P014,Juvenile social relationships reflect adult patterns of behavior in wild geladas,2015,American Journal of Primatology,77,10,1086-1096,"Barale, C.L.; Rubenstein, D.I.; Beehner, J.C.",mammal,Theropithecus gelada,field,field,adult,sociality,observation,5,5,1.724,0.574,0.479,0.383,SE,1.284,0.856,,25,28,no. unique playmates,Figure,,,,
118,P014,Juvenile social relationships reflect adult patterns of behavior in wild geladas,2015,American Journal of Primatology,77,10,1086-1096,"Barale, C.L.; Rubenstein, D.I.; Beehner, J.C.",mammal,Theropithecus gelada,field,field,juvenile,sociality,observation,3,3,2.17,1.083,4.125,1.583,SE,1.876,2.742,,35,22,time spent grooming,Figure,,,,
119,P014,Juvenile social relationships reflect adult patterns of behavior in wild geladas,2015,American Journal of Primatology,77,10,1086-1096,"Barale, C.L.; Rubenstein, D.I.; Beehner, J.C.",mammal,Theropithecus gelada,field,field,juvenile,sociality,observation,6,4,5.792,0.875,7.292,1.014,SE,2.143,2.028,,38,23,time spent grooming,Figure,,,,
120,P014,Juvenile social relationships reflect adult patterns of behavior in wild geladas,2015,American Journal of Primatology,77,10,1086-1096,"Barale, C.L.; Rubenstein, D.I.; Beehner, J.C.",mammal,Theropithecus gelada,field,field,juvenile,sociality,observation,7,5,7.542,0.917,9.25,1.46,SE,2.426,3.265,,41,24,time spent grooming,Figure,,,,
121,P014,Juvenile social relationships reflect adult patterns of behavior in wild geladas,2015,American Journal of Primatology,77,10,1086-1096,"Barale, C.L.; Rubenstein, D.I.; Beehner, J.C.",mammal,Theropithecus gelada,field,field,juvenile,sociality,observation,7,4,8,0.792,7.083,0.917,SE,2.095,1.834,,44,25,time spent grooming,Figure,,,,
122,P014,Juvenile social relationships reflect adult patterns of behavior in wild geladas,2015,American Journal of Primatology,77,10,1086-1096,"Barale, C.L.; Rubenstein, D.I.; Beehner, J.C.",mammal,Theropithecus gelada,field,field,juvenile,sociality,observation,10,4,6.875,0.917,9,1.292,SE,2.9,2.584,,47,26,time spent grooming,Figure,,,,
123,P014,Juvenile social relationships reflect adult patterns of behavior in wild geladas,2015,American Journal of Primatology,77,10,1086-1096,"Barale, C.L.; Rubenstein, D.I.; Beehner, J.C.",mammal,Theropithecus gelada,field,field,adult,sociality,observation,6,5,5.333,0.625,8.875,1.042,SE,1.531,2.33,,50,27,time spent grooming,Figure,,,,
124,P014,Juvenile social relationships reflect adult patterns of behavior in wild geladas,2015,American Journal of Primatology,77,10,1086-1096,"Barale, C.L.; Rubenstein, D.I.; Beehner, J.C.",mammal,Theropithecus gelada,field,field,adult,sociality,observation,5,5,7.583,1.042,10.667,1.208,SE,2.33,2.701,,52,28,time spent grooming,Figure,,,,
125,P015,Phenotype Matching and Early Social Conditions Affect Shoaling and Exploration Decisions,2016,Ethology,122,,171-179,"Barbosa, M.; Camacho-Cervantes, M.; Ojanguren, A.F.",fish,Poecilia reticulata,lab,lab,adult,sociality,experimental,15,15,0.264,0.003,0.843,0.013,SE,0.012,0.05,,53,29,proportion time shoaling,Figure,,1,,
126,P015,Phenotype Matching and Early Social Conditions Affect Shoaling and Exploration Decisions,2016,Ethology,122,,171-179,"Barbosa, M.; Camacho-Cervantes, M.; Ojanguren, A.F.",fish,Poecilia reticulata,lab,lab,adult,sociality,experimental,15,15,0.261,0.003,0.806,0.028,SE,0.012,0.108,,57,30,proportion time shoaling,Figure,,1,,
127,P015,Phenotype Matching and Early Social Conditions Affect Shoaling and Exploration Decisions,2016,Ethology,122,,171-179,"Barbosa, M.; Camacho-Cervantes, M.; Ojanguren, A.F.",fish,Poecilia reticulata,lab,lab,adult,sociality,experimental,15,15,0.243,0.006,0.636,0.01,SE,0.023,0.039,,61,31,proportion time shoaling,Figure,,1,,
128,P015,Phenotype Matching and Early Social Conditions Affect Shoaling and Exploration Decisions,2016,Ethology,122,,171-179,"Barbosa, M.; Camacho-Cervantes, M.; Ojanguren, A.F.",fish,Poecilia reticulata,lab,lab,adult,sociality,experimental,15,15,0.229,0.004,0.861,0.019,SE,0.015,0.074,,54,29,proportion time shoaling,Figure,,1,,
129,P015,Phenotype Matching and Early Social Conditions Affect Shoaling and Exploration Decisions,2016,Ethology,122,,171-179,"Barbosa, M.; Camacho-Cervantes, M.; Ojanguren, A.F.",fish,Poecilia reticulata,lab,lab,adult,sociality,experimental,15,15,0.223,0.007,0.822,0.029,SE,0.027,0.112,,58,30,proportion time shoaling,Figure,,1,,
130,P015,Phenotype Matching and Early Social Conditions Affect Shoaling and Exploration Decisions,2016,Ethology,122,,171-179,"Barbosa, M.; Camacho-Cervantes, M.; Ojanguren, A.F.",fish,Poecilia reticulata,lab,lab,adult,sociality,experimental,15,15,0.219,0.006,0.634,0.011,SE,0.023,0.043,,62,31,proportion time shoaling,Figure,,1,,
131,P015,Phenotype Matching and Early Social Conditions Affect Shoaling and Exploration Decisions,2016,Ethology,122,,171-179,"Barbosa, M.; Camacho-Cervantes, M.; Ojanguren, A.F.",fish,Poecilia reticulata,lab,lab,adult,sociality,experimental,15,15,446.882,10.873,652.874,9.5,SE,42.111,36.793,1,55,29,latency to leave shoal,Figure,,,,
132,P015,Phenotype Matching and Early Social Conditions Affect Shoaling and Exploration Decisions,2016,Ethology,122,,171-179,"Barbosa, M.; Camacho-Cervantes, M.; Ojanguren, A.F.",fish,Poecilia reticulata,lab,lab,adult,sociality,experimental,15,15,435.566,4.867,650.345,10.189,SE,18.85,39.462,1,59,30,latency to leave shoal,Figure,,,,
133,P015,Phenotype Matching and Early Social Conditions Affect Shoaling and Exploration Decisions,2016,Ethology,122,,171-179,"Barbosa, M.; Camacho-Cervantes, M.; Ojanguren, A.F.",fish,Poecilia reticulata,lab,lab,adult,sociality,experimental,15,15,125.404,9.06,545.058,3.648,SE,35.089,14.129,1,63,31,latency to leave shoal,Figure,,,,
134,P015,Phenotype Matching and Early Social Conditions Affect Shoaling and Exploration Decisions,2016,Ethology,122,,171-179,"Barbosa, M.; Camacho-Cervantes, M.; Ojanguren, A.F.",fish,Poecilia reticulata,lab,lab,adult,sociality,experimental,15,15,416.062,6.992,635.433,11.692,SE,27.08,45.283,1,56,29,latency to leave shoal,Figure,,,,
135,P015,Phenotype Matching and Early Social Conditions Affect Shoaling and Exploration Decisions,2016,Ethology,122,,171-179,"Barbosa, M.; Camacho-Cervantes, M.; Ojanguren, A.F.",fish,Poecilia reticulata,lab,lab,adult,sociality,experimental,15,15,392.487,21.685,626.247,14.191,SE,83.986,54.962,1,60,30,latency to leave shoal,Figure,,,,
